username,total_commits,total_additions,total_deletions,total_pull_requests,total_issues,first_contribution,last_contribution,contribution_span_days,avg_commits_per_day,label,avg_additions_per_commit,avg_deletions_per_commit,additions_deletions_ratio,code_changes,code_changes_per_commit
DingTo,100,4065,2908,0,0,2017-01-20 09:50:55,2023-07-03 13:39:22,2355.0,0.04246284501061571,0,40.65,29.08,1.3973874183568236,6973,69.73
jeroenbakker-atmind,100,7771,5958,0,0,2024-09-23 08:31:22,2024-11-26 14:15:25,64.0,1.5625,1,77.71,59.58,1.30407786541366,13729,137.29
lichtwerk,100,914,724,0,0,2024-05-28 15:07:27,2024-11-27 14:41:26,182.0,0.5494505494505495,0,9.14,7.24,1.2606896551724138,1638,16.38
drsybren,100,4381,2570,0,0,2024-09-16 10:30:48,2024-11-18 11:58:36,63.0,1.5873015873015872,1,43.81,25.7,1.7040062232594322,6951,69.51
psy-fidelious,100,3309,2603,0,0,2015-04-15 13:58:25,2020-05-23 12:21:49,1864.0,0.0536480686695279,0,33.09,26.03,1.2707373271889402,5912,59.12
jesterKing,100,2917,1827,0,0,2011-08-02 23:52:07,2020-07-22 13:48:29,3276.0,0.030525030525030524,0,29.17,18.27,1.5957330415754925,4744,47.44
kjym3,100,4030,3789,0,0,2014-01-28 14:24:59,2018-02-27 04:02:58,1490.0,0.06711409395973154,0,40.3,37.89,1.0633245382585752,7819,78.19
harley-acheson,100,4225,2102,0,0,2024-07-29 19:03:35,2024-11-25 22:29:42,119.0,0.8403361344537815,0,42.25,21.02,2.0090347123157395,6327,63.27
joeedh,100,8621,5552,0,0,2022-12-02 08:37:50,2023-07-15 18:34:41,225.0,0.4444444444444444,0,86.21,55.52,1.5524941473077616,14173,141.73
LazyDodo,100,2636,1219,0,0,2023-08-18 17:58:37,2024-11-25 15:51:22,464.0,0.21551724137931033,0,26.36,12.19,2.160655737704918,3855,38.55
nicholasbishop,100,9521,2979,0,0,2012-06-04 23:53:59,2015-02-11 12:33:47,981.0,0.1019367991845056,0,95.21,29.79,3.19496644295302,12500,125.0
RichardAntalik,100,3968,2171,0,0,2023-12-13 18:18:07,2024-11-12 16:47:28,334.0,0.2994011976047904,0,39.68,21.71,1.8268876611418048,6139,61.39
significant-bit,100,1632,2113,0,0,2017-04-08 06:21:13,2017-08-30 17:19:59,144.0,0.6944444444444444,0,16.32,21.13,0.771996215704825,3745,37.45
Blendify,100,5119,2375,0,0,2022-03-01 22:45:13,2024-11-13 06:27:50,987.0,0.10131712259371833,0,51.19,23.75,2.1544612794612794,7494,74.94
OmarEmaraDev,100,9827,1794,0,0,2024-10-29 07:46:39,2024-11-27 17:26:30,29.0,3.4482758620689653,1,98.27,17.94,5.474651810584958,11621,116.21
jbakker-atmind,100,4847,4718,0,0,2019-09-12 08:25:39,2024-08-21 12:33:12,1805.0,0.055401662049861494,0,48.47,47.18,1.0271243907607543,9565,95.65
ben2610,100,217566,90340,0,0,2010-01-17 19:19:15,2017-05-02 18:11:02,2661.0,0.03757985719654265,0,2175.66,903.4,2.4082753124273584,307906,3079.06
lukastoenne,100,3265,3256,0,0,2013-06-10 12:19:39,2013-11-12 18:18:06,155.0,0.6451612903225806,0,32.65,32.56,1.0024562480810562,6521,65.21
pablodp606,100,8381,2916,0,0,2020-10-05 19:05:45,2021-08-23 16:33:04,321.0,0.3115264797507788,0,83.81,29.16,2.8731573534453205,11297,112.97
Moguri,100,4544,6207,0,0,2013-11-04 19:21:50,2016-07-05 05:05:32,973.0,0.10277492291880781,0,45.44,62.07,0.7319587628865979,10751,107.51
lukas-toenne,100,63754,98225,1,0,2015-02-02 12:37:35,2023-03-08 16:38:15,2956.0,0.03382949932341001,0,637.54,982.25,0.6490542218964429,161979,1619.79
jannekarhu,100,4298,2758,0,0,2011-02-16 10:22:19,2012-10-24 01:43:59,615.0,0.16260162601626016,0,42.98,27.58,1.5578108010148604,7056,70.56
sybrenstuvel,100,2435,1512,0,0,2018-06-06 09:06:11,2019-10-10 11:25:44,491.0,0.20366598778004075,0,24.35,15.12,1.6093853271645737,3947,39.47
gaiaclary,100,8414,4265,0,0,2018-03-11 18:57:40,2022-07-10 08:35:05,1581.0,0.06325110689437065,0,84.14,42.65,1.9723394280356306,12679,126.79
pragma37,100,3436,2398,0,0,2024-06-19 16:43:40,2024-11-27 19:52:49,161.0,0.6211180124223602,0,34.36,23.98,1.4322634431012922,5834,58.34
lukasstockner,100,8632,4688,0,0,2023-09-10 16:51:40,2024-11-26 22:58:32,443.0,0.22573363431151242,0,86.32,46.88,1.8409042439752612,13320,133.2
angavrilov,100,6608,1578,0,0,2020-11-04 16:29:27,2024-06-04 13:25:20,1307.0,0.07651109410864575,0,66.08,15.78,4.1849271690943635,8186,81.86
elubie,100,11932,77363,0,0,2010-05-15 10:37:21,2019-08-18 14:34:39,3382.0,0.02956830277942046,0,119.32,773.63,0.15423194250555813,89295,892.95
venomgfx,100,2151,1165,0,0,2023-08-24 14:09:58,2024-11-18 14:57:42,452.0,0.22123893805309736,0,21.51,11.65,1.8447684391080617,3316,33.16
neXyon,100,48000,27029,0,0,2014-03-03 22:57:59,2024-10-29 15:19:07,3892.0,0.025693730729701953,0,480.0,270.29,1.7758046614872365,75029,750.29
PratikBorhade302,100,1105,564,0,0,2024-09-04 21:45:43,2024-11-26 11:21:50,82.0,1.2195121951219512,1,11.05,5.64,1.9557522123893805,1669,16.69
howardt,100,10973,3975,0,0,2020-11-01 00:07:00,2024-10-22 12:57:56,1451.0,0.06891798759476224,0,109.73,39.75,2.759808853118712,14948,149.48
ddunbar,100,11534,11452,0,0,2005-07-25 20:56:48,2006-04-26 00:51:58,274.0,0.36496350364963503,0,115.34,114.52,1.007072382781804,22986,229.86
skimmedsquare,100,2159,1217,0,0,2024-10-02 22:54:47,2024-11-27 19:57:23,55.0,1.8181818181818181,1,21.59,12.17,1.7725779967159276,3376,33.76
aras-p,100,6639,5033,0,0,2024-07-05 09:27:48,2024-11-27 16:08:37,145.0,0.6896551724137931,0,66.39,50.33,1.3188319427890345,11672,116.72
billreynish,100,21325,44458,0,0,2019-09-05 08:13:53,2020-05-25 19:50:07,263.0,0.38022813688212925,0,213.25,444.58,0.47965541285229085,65783,657.83
diekev,100,6785,2997,0,0,2022-02-25 02:53:49,2024-02-28 02:02:38,732.0,0.1366120218579235,0,67.85,29.97,2.2631754503002,9782,97.82
schlaile,100,7772,3413,0,0,2009-11-29 18:14:16,2014-04-27 20:59:30,1610.0,0.062111801242236024,0,77.72,34.13,2.2765084944346805,11185,111.85
DarkDefender,100,4503,3148,0,0,2022-03-07 18:02:34,2024-11-26 11:16:43,994.0,0.1006036217303823,0,45.03,31.48,1.4299777707208638,7651,76.51
sebbas,100,6609,3242,0,0,2020-07-26 20:01:42,2021-09-06 15:17:31,406.0,0.24630541871921183,0,66.09,32.42,2.037927844588344,9851,98.51
jessey-git,100,16604,16264,0,0,2024-07-23 05:37:13,2024-11-23 21:04:50,123.0,0.8130081300813008,0,166.04,162.64,1.0208422994159239,32868,328.68
ChengduLittleA,100,3832,414,0,0,2024-03-04 09:58:34,2024-11-27 09:13:20,267.0,0.37453183520599254,0,38.32,4.14,9.233734939759037,4246,42.46
cwant,100,17723,31433,0,0,2006-03-05 14:58:56,2012-07-06 16:55:35,2315.0,0.04319654427645788,0,177.23,314.33,0.5638162499204683,49156,491.56
WillianPGermano,100,39933,12244,0,0,2005-04-16 05:25:42,2017-02-24 20:33:09,4332.0,0.023084025854108958,0,399.33,122.44,3.26116782360147,52177,521.77
andresusanopinto,100,421530,406720,0,0,2009-06-26 02:11:08,2010-06-15 20:00:01,354.0,0.2824858757062147,0,4215.3,4067.2,1.0364107090610024,828250,8282.5
illua1,100,11071,9418,0,0,2024-01-28 14:25:26,2024-11-26 16:27:13,303.0,0.33003300330033003,0,110.71,94.18,1.175390168807729,20489,204.89
johnnygizmo,100,8581,1037,0,0,2005-10-04 18:50:58,2022-10-03 20:50:21,6208.0,0.01610824742268041,0,85.81,10.37,8.266859344894026,9618,96.18
bjornmose,100,7064,3450,0,0,2006-04-18 08:56:55,2018-01-10 00:51:04,4284.0,0.02334267040149393,0,70.64,34.5,2.0469429150970733,10514,105.14
PiOverFour,100,3916,2851,0,0,2022-09-16 23:50:55,2024-11-13 12:46:41,788.0,0.12690355329949238,0,39.16,28.51,1.3730715287517532,6767,67.67
pmoursnv,100,18501,7882,0,0,2020-07-24 13:39:11,2024-11-18 16:20:49,1578.0,0.06337135614702155,0,185.01,78.82,2.3469491310414816,26383,263.83
maiself,100,6475,2457,0,0,2016-12-14 01:45:09,2019-08-14 05:53:09,973.0,0.10277492291880781,0,64.75,24.57,2.6342554922701384,8932,89.32
natecraddock,100,4721,2595,0,0,2020-06-20 22:02:54,2021-07-12 16:45:24,386.0,0.25906735751295334,0,47.21,25.95,1.818567026194145,7316,73.16
maximecurioni,100,402974,398972,0,0,2008-07-23 05:54:34,2009-11-10 12:08:02,475.0,0.21052631578947367,0,4029.74,3989.72,1.0100282475255218,801946,8019.46
LunaRood,100,11507,7050,0,0,2016-12-05 23:39:29,2024-11-13 03:48:36,2899.0,0.03449465332873405,0,115.07,70.5,1.6319670968656927,18557,185.57
mont29,100,5649,4596,0,0,2020-02-17 12:00:01,2020-04-09 09:19:11,51.0,1.9607843137254901,1,56.49,45.96,1.2288448988470742,10245,102.45
z-aki,100,4769,1329,0,0,2020-11-02 10:12:59,2023-04-20 18:23:08,899.0,0.11123470522803114,0,47.69,13.29,3.585714285714286,6098,60.98
martijnberger,100,5656,3502,0,0,2014-07-31 14:43:02,2016-11-24 12:43:29,846.0,0.1182033096926714,0,56.56,35.02,1.6146160433913788,9158,91.58
ZanQdo,100,21352,20767,0,0,2010-03-19 06:57:55,2023-05-22 23:15:38,4812.0,0.020781379883624274,0,213.52,207.67,1.028120184899846,42119,421.19
sergof,100,21859,5583,0,0,2013-02-09 10:04:27,2018-12-13 10:54:18,2133.0,0.04688232536333802,0,218.59,55.83,3.914577363896848,27442,274.42
cessen,100,1493154,402225,0,0,2023-09-11 16:28:15,2024-11-26 15:05:40,441.0,0.22675736961451248,0,14931.54,4022.25,3.712226459751483,1895379,18953.79
ph0b,100,2026,1426,0,0,2022-10-26 12:13:18,2024-11-04 10:34:05,739.0,0.13531799729364005,0,20.26,14.26,1.419761737911703,3452,34.52
Alaska-001,100,2146,949,0,0,2023-10-31 02:14:04,2024-11-27 15:13:33,393.0,0.2544529262086514,0,21.46,9.49,2.258947368421053,3095,30.95
Thomas-MMJ,100,12581,10026,0,0,2006-01-17 09:20:37,2012-01-01 22:23:08,2175.0,0.04597701149425287,0,125.81,100.26,1.2547122768524983,22607,226.07
skwerner,100,11977,1952,0,0,2017-04-27 07:34:51,2022-02-22 15:34:52,1762.0,0.056753688989784334,0,119.77,19.52,6.132616487455197,13929,139.29
panzergame,100,4253,3625,0,0,2015-04-15 11:45:43,2017-03-14 21:15:50,699.0,0.1430615164520744,0,42.53,36.25,1.1729178157749587,7878,78.78
quornian,100,105840,33465,0,0,2008-06-04 12:32:06,2008-10-06 22:08:14,124.0,0.8064516129032258,0,1058.4,334.65,3.162612801051814,139305,1393.05
falkdavid,100,4434,1604,0,0,2020-11-13 21:31:58,2023-03-13 09:42:51,849.0,0.11778563015312132,0,44.34,16.04,2.7626168224299064,6038,60.38
julienduroure,100,2677,1310,0,0,2024-05-16 11:12:06,2024-11-20 04:02:37,187.0,0.5347593582887701,0,26.77,13.1,2.041952707856598,3987,39.87
m-castilla,99,34305,21599,0,0,2021-05-10 08:56:07,2021-10-23 19:03:25,166.0,0.5963855421686747,0,346.5151515151515,218.17171717171718,1.5881944444444445,55904,564.6868686868687
sgefant,95,2542,6418,0,0,2002-12-07 20:57:50,2010-10-14 19:30:55,2867.0,0.033135681897453785,0,26.757894736842104,67.5578947368421,0.39601183985044397,8960,94.3157894736842
AngryLoki,89,3791,2396,0,0,2012-01-16 15:00:28,2015-05-18 01:37:19,1217.0,0.07313064913722268,0,42.59550561797753,26.921348314606742,1.5815602836879432,6187,69.51685393258427
casey-1103,78,8538,1310,2,0,2023-06-11 13:31:13,2024-11-12 16:19:43,520.0,0.15,0,109.46153846153847,16.794871794871796,6.5125858123569795,9848,126.25641025641026
mindyou,77,20528,20729,0,0,2002-11-03 21:19:06,2003-12-31 15:47:09,422.0,0.18246445497630331,0,266.5974025974026,269.2077922077922,0.9902556681138447,41257,535.8051948051948
jawilkins,74,129349,31552,0,0,2010-07-14 14:11:03,2014-10-23 01:03:25,1561.0,0.04740550928891736,0,1747.9594594594594,426.3783783783784,4.099420023452604,160901,2174.337837837838
nsirgien,73,3215,1748,0,0,2022-07-06 15:26:23,2024-11-12 23:07:14,860.0,0.08488372093023255,0,44.04109589041096,23.945205479452056,1.8381932532875929,4963,67.98630136986301
PrototypeNM1,72,3416,2668,0,0,2012-06-15 01:43:07,2022-05-07 06:33:59,3613.0,0.01992803764184888,0,47.44444444444444,37.05555555555556,1.2798801049082054,6084,84.5
britalmeida,71,52591,52457,0,0,2013-06-22 09:04:33,2019-07-01 21:06:32,2200.0,0.03227272727272727,0,740.7183098591549,738.830985915493,1.0025353616226313,105048,1479.5492957746478
JoilnenLeite,67,7007,5805,0,0,2005-03-09 02:06:35,2010-08-11 14:51:52,1981.0,0.03382130237253912,0,104.58208955223881,86.64179104477611,1.2068549776093696,12812,191.22388059701493
mistajolly,66,3722,1373,0,0,2018-07-12 21:40:18,2024-09-26 12:44:09,2267.0,0.029113365681517425,0,56.39393939393939,20.803030303030305,2.7088791848617175,5095,77.1969696969697
gguishe,66,6562,4035,0,0,2023-03-15 15:45:11,2024-11-26 07:31:25,621.0,0.10628019323671498,0,99.42424242424242,61.13636363636363,1.6258671952428148,10597,160.56060606060606
mfoxdogg,64,7696,2966,0,0,2008-12-26 10:31:44,2013-05-01 11:35:36,1587.0,0.04032766225582861,0,120.25,46.34375,2.59386585776879,10662,166.59375
kowalskima,63,7414,644,0,0,2021-09-08 13:29:16,2024-08-12 14:35:51,1069.0,0.05893358278765201,0,117.68253968253968,10.222222222222221,11.494573643410853,8058,127.9047619047619
zazizizou,62,3408,1596,0,0,2018-08-31 14:29:01,2024-11-27 10:09:48,2279.0,0.02720491443615621,0,54.96774193548387,25.741935483870968,2.1340012523481526,5004,80.70967741935483
pk15950,60,18801,1368,0,0,2021-05-15 18:33:10,2022-11-23 01:22:42,556.0,0.1079136690647482,0,313.35,22.8,13.733382030679328,20169,336.15
jasonhays,59,54303,39170,0,0,2011-05-23 17:26:14,2012-05-31 17:22:52,373.0,0.1581769436997319,0,920.3898305084746,663.8983050847457,1.3863061959102396,93473,1584.2881355932204
thunil,55,37979,29268,0,0,2005-09-21 13:30:39,2008-04-08 16:56:43,930.0,0.05913978494623656,0,690.5272727272727,532.1454545454545,1.2975844750418533,67247,1222.6727272727273
benbatt,51,11752,2284,0,0,2006-08-13 14:59:05,2012-11-11 04:53:20,2281.0,0.02235861464270057,0,230.4313725490196,44.78431372549019,5.143107221006565,14036,275.2156862745098
lordloki,51,3940,2682,0,0,2014-04-17 01:23:29,2021-09-18 17:28:55,2711.0,0.01881224640354113,0,77.25490196078431,52.588235294117645,1.4685054043980619,6622,129.84313725490196
iRi-E,49,1912,495,0,0,2013-03-12 07:07:04,2018-11-04 19:34:02,2063.0,0.02375181774115366,0,39.02040816326531,10.10204081632653,3.8548387096774195,2407,49.12244897959184
lduburas,48,10026,1806,0,0,2023-11-20 13:44:15,2024-11-22 13:36:28,367.0,0.1307901907356948,0,208.875,37.625,5.548422800221362,11832,246.5
xiaoxq,48,179269,117338,0,0,2011-05-30 10:27:45,2011-10-11 06:24:11,133.0,0.3609022556390977,0,3734.7708333333335,2444.5416666666665,1.527787010286435,296607,6179.3125
dalduba,47,6937,2748,0,0,2015-01-22 13:37:04,2017-07-04 14:53:19,894.0,0.052572706935123045,0,147.59574468085106,58.46808510638298,2.523463077482721,9685,206.06382978723406
plasmasolutions,47,873,313,0,0,2013-11-01 16:39:11,2020-12-11 13:06:07,2596.0,0.01810477657935285,0,18.574468085106382,6.659574468085107,2.7802547770700636,1186,25.23404255319149
ecke101,47,3232,1180,0,0,2021-05-31 21:03:48,2023-05-16 18:03:48,714.0,0.06582633053221289,0,68.76595744680851,25.106382978723403,2.7366638441998306,4412,93.87234042553192
mindrones,47,10554,3090,0,0,2010-05-30 18:18:14,2012-03-16 14:49:16,655.0,0.0717557251908397,0,224.5531914893617,65.74468085106383,3.414428987382724,13644,290.29787234042556
christianrauch,44,4012,98650,0,0,2020-04-30 03:46:42,2022-08-15 12:58:04,837.0,0.052568697729988054,0,91.18181818181819,2242.0454545454545,0.04066861967947613,102662,2333.2272727272725
RohanRathi,44,161230,108133,0,0,2018-05-25 16:54:24,2018-08-09 14:22:07,75.0,0.5866666666666667,0,3664.318181818182,2457.568181818182,1.4910204006140528,269363,6121.886363636364
mi-gius,43,9727,5665,0,0,2008-01-18 17:03:43,2009-09-16 22:13:48,607.0,0.07084019769357495,0,226.2093023255814,131.74418604651163,1.716731380162372,15392,357.95348837209303
Mano-Wii,43,2730,2004,0,0,2023-02-11 16:43:31,2023-06-05 19:36:34,114.0,0.37719298245614036,0,63.48837209302326,46.604651162790695,1.3615960099750624,4734,110.09302325581395
keir,41,8428,1909,0,0,2011-10-30 12:42:56,2014-06-22 08:34:23,965.0,0.04248704663212435,0,205.5609756097561,46.5609756097561,4.412565445026178,10337,252.1219512195122
d33psky,40,446852,375,0,0,2002-10-12 11:37:38,2008-08-23 13:12:17,2142.0,0.018674136321195144,0,11171.3,9.375,1188.436170212766,447227,11180.675
Brainzman,40,2624,2229,0,0,2024-01-03 20:26:15,2024-11-25 21:43:19,327.0,0.12232415902140673,0,65.6,55.725,1.1766816143497758,4853,121.325
bebraw,39,3004,715,0,0,2007-05-01 14:37:59,2008-12-01 21:19:36,580.0,0.06724137931034482,0,77.02564102564102,18.333333333333332,4.195530726256983,3719,95.35897435897436
rupsis,38,1821,763,0,0,2022-11-03 14:17:16,2024-04-04 16:34:08,518.0,0.07335907335907337,0,47.921052631578945,20.07894736842105,2.3835078534031413,2584,68.0
harkyman,37,4479,576,0,0,2006-08-30 15:22:19,2010-03-16 18:34:30,1294.0,0.0285935085007728,0,121.05405405405405,15.567567567567568,7.7625649913344885,5055,136.6216216216216
carter2422,37,663,353,0,0,2013-10-14 21:03:18,2015-02-24 18:19:24,497.0,0.0744466800804829,0,17.91891891891892,9.54054054054054,1.8728813559322033,1016,27.45945945945946
djazo,37,644,735,0,0,2017-08-15 09:26:33,2019-10-12 15:33:34,788.0,0.046954314720812185,0,17.405405405405407,19.864864864864863,0.875,1379,37.270270270270274
shul,36,2296,521,0,0,2009-01-13 02:09:58,2009-07-27 19:33:06,195.0,0.18461538461538463,0,63.77777777777778,14.472222222222221,4.398467432950191,2817,78.25
SietseB,35,6118,764,0,0,2023-04-20 05:55:24,2024-09-13 14:59:20,512.0,0.068359375,0,174.8,21.82857142857143,7.997385620915033,6882,196.62857142857143
roaoao,34,424,272,0,0,2017-01-29 14:21:42,2018-09-04 17:32:34,583.0,0.058319039451114926,0,12.470588235294118,8.0,1.5531135531135531,696,20.470588235294116
Viele,32,2055,1197,0,0,2021-06-09 21:31:10,2023-01-06 12:38:43,575.0,0.05565217391304348,0,64.21875,37.40625,1.7153589315525877,3252,101.625
baardaap-blender,32,624,195,0,0,2022-11-15 21:13:08,2024-01-19 12:24:22,429.0,0.07459207459207459,0,19.5,6.09375,3.183673469387755,819,25.59375
zaghaghi,31,5226,507,0,0,2007-10-21 21:47:10,2009-06-23 17:30:18,610.0,0.05081967213114754,0,168.58064516129033,16.35483870967742,10.28740157480315,5733,184.93548387096774
jacquesbeaurain,29,4163,198,0,0,2006-11-17 02:27:12,2007-04-09 11:30:06,143.0,0.20279720279720279,0,143.55172413793105,6.827586206896552,20.91959798994975,4361,150.3793103448276
Kupoman,29,3424,1894,0,0,2011-12-20 07:39:30,2014-07-02 13:09:50,925.0,0.03135135135135135,0,118.06896551724138,65.3103448275862,1.8068601583113457,5318,183.3793103448276
anthony-linaro,29,2985,794,0,0,2023-06-14 19:57:48,2024-11-05 18:23:15,509.0,0.05697445972495088,0,102.93103448275862,27.379310344827587,3.7547169811320753,3779,130.31034482758622
kirilswenson,28,1667,598,0,0,2024-03-24 07:52:47,2024-11-08 20:31:49,229.0,0.1222707423580786,0,59.535714285714285,21.357142857142858,2.7829716193656093,2265,80.89285714285714
rararwg,27,4002,2313,0,0,2022-12-02 14:21:57,2023-02-03 17:30:51,63.0,0.42857142857142855,0,148.22222222222223,85.66666666666667,1.7294727744165947,6315,233.88888888888889
straintensor,27,1647,616,0,0,2011-07-29 20:21:37,2013-11-29 19:50:59,853.0,0.031652989449003514,0,61.0,22.814814814814813,2.6693679092382494,2263,83.81481481481481
cmbasnett,26,946,337,0,0,2022-08-03 03:59:44,2024-11-12 03:57:37,831.0,0.031287605294825514,0,36.38461538461539,12.961538461538462,2.798816568047337,1283,49.34615384615385
nirved,20,1834,638,0,0,2017-03-08 14:42:26,2018-05-30 22:08:56,448.0,0.044642857142857144,0,91.7,31.9,2.8701095461658843,2472,123.6
Shadowrom2020,20,333,135,0,0,2013-05-13 20:27:05,2014-03-08 23:30:50,299.0,0.06688963210702341,0,16.65,6.75,2.448529411764706,468,23.4
mmendio,19,1608,182,0,0,2019-08-09 15:36:27,2024-04-30 12:03:31,1725.0,0.011014492753623189,0,84.63157894736842,9.578947368421053,8.78688524590164,1790,94.21052631578948
robertguetzkow,19,122,36,0,0,2020-04-22 17:08:00,2021-05-02 09:20:27,374.0,0.05080213903743316,0,6.421052631578948,1.894736842105263,3.2972972972972974,158,8.31578947368421
nutti,18,220,177,0,0,2023-06-11 08:58:12,2024-11-10 12:34:16,518.0,0.03474903474903475,0,12.222222222222221,9.833333333333334,1.2359550561797752,397,22.055555555555557
Mysteryem,18,483,187,0,0,2023-04-14 18:36:54,2024-06-06 16:12:28,418.0,0.0430622009569378,0,26.833333333333332,10.38888888888889,2.5691489361702127,670,37.22222222222222
sebastian-k,18,749,375,0,0,2014-02-11 10:11:56,2019-06-27 16:32:35,1962.0,0.009174311926605505,0,41.611111111111114,20.833333333333332,1.9920212765957446,1124,62.44444444444444
nickberckley,18,1430,586,0,0,2024-01-23 11:11:22,2024-11-20 16:46:45,302.0,0.059602649006622516,0,79.44444444444444,32.55555555555556,2.4361158432708687,2016,112.0
FabianSchemppGIT,18,1442,208,0,0,2021-03-02 22:09:38,2021-06-25 20:57:47,114.0,0.15789473684210525,0,80.11111111111111,11.555555555555555,6.899521531100478,1650,91.66666666666667
Rurahk,17,2041,844,0,0,2003-05-23 00:38:54,2003-06-18 03:48:55,26.0,0.6538461538461539,0,120.05882352941177,49.64705882352941,2.4153846153846152,2885,169.7058823529412
lukas-cynchai,16,3305,502,0,0,2009-10-03 15:35:01,2011-02-15 19:22:08,500.0,0.032,0,206.5625,31.375,6.570576540755467,3807,237.9375
wbmoss,16,1689,472,0,0,2020-10-15 18:53:26,2022-04-15 17:44:39,546.0,0.029304029304029304,0,105.5625,29.5,3.570824524312896,2161,135.0625
stefanatwork,16,363,296,0,0,2022-02-09 10:22:32,2024-06-20 11:27:41,862.0,0.018561484918793503,0,22.6875,18.5,1.2222222222222223,659,41.1875
nucleohoshinova,15,7940,9006,0,0,2023-06-13 07:18:12,2024-05-27 10:48:15,349.0,0.04297994269340974,0,529.3333333333334,600.4,0.8815365826579327,16946,1129.7333333333333
mmikk,15,390,93,0,0,2011-08-15 17:55:25,2012-12-23 18:58:10,496.0,0.03024193548387097,0,26.0,6.2,4.148936170212766,483,32.2
salipourto,15,3642,294,0,0,2023-04-24 16:57:15,2024-09-17 13:26:27,511.0,0.029354207436399216,0,242.8,19.6,12.345762711864406,3936,262.4
StuartGB,14,5562,1344,0,0,2012-12-28 14:21:30,2013-09-15 23:58:00,261.0,0.05363984674329502,0,397.2857142857143,96.0,4.135315985130111,6906,493.2857142857143
bartoszkosiorek,14,642,264,0,0,2024-03-06 17:24:23,2024-11-25 21:34:21,264.0,0.05303030303030303,0,45.857142857142854,18.857142857142858,2.422641509433962,906,64.71428571428571
Farsthary,13,798,622,0,0,2024-02-13 14:22:00,2024-07-03 20:10:00,141.0,0.09219858156028368,0,61.38461538461539,47.84615384615385,1.2808988764044944,1420,109.23076923076923
bonjorno7,13,267,64,0,0,2023-03-02 23:35:45,2024-02-20 17:43:40,354.0,0.03672316384180791,0,20.53846153846154,4.923076923076923,4.107692307692307,331,25.46153846153846
i1qh2n,12,296,177,0,0,2007-01-13 08:30:08,2007-05-31 20:40:59,138.0,0.08695652173913043,0,24.666666666666668,14.75,1.6629213483146068,473,39.416666666666664
cianjinks,12,2504,744,0,0,2021-09-23 01:23:44,2022-06-13 18:24:43,263.0,0.045627376425855515,0,208.66666666666666,62.0,3.3610738255033556,3248,270.6666666666667
shinbay-almaz,11,1079,670,0,0,2023-05-31 16:43:46,2023-06-26 14:59:44,25.0,0.44,0,98.0909090909091,60.90909090909091,1.6080476900149032,1749,159.0
Andrej730,11,27,26,0,0,2023-09-13 03:03:15,2024-08-26 10:28:52,348.0,0.031609195402298854,0,2.4545454545454546,2.3636363636363638,1.0,53,4.818181818181818
alikendarfen,10,324,276,0,0,2018-05-09 10:38:52,2018-05-11 15:30:57,2.0,5.0,1,32.4,27.6,1.1696750902527075,600,60.0
thmxv,10,237,43,0,0,2010-05-04 00:28:41,2011-01-04 04:56:27,245.0,0.04081632653061224,0,23.7,4.3,5.386363636363637,280,28.0
DagerD,9,565,463,0,0,2023-08-17 16:09:51,2024-01-11 14:44:26,146.0,0.06164383561643835,0,62.77777777777778,51.44444444444444,1.2176724137931034,1028,114.22222222222223
youle31,9,264,12,0,0,2015-10-27 14:22:22,2016-12-24 17:37:10,424.0,0.02122641509433962,0,29.333333333333332,1.3333333333333333,20.307692307692307,276,30.666666666666668
denc-nl,9,118,854,0,0,2014-11-08 20:17:04,2016-11-19 14:07:01,741.0,0.012145748987854251,0,13.11111111111111,94.88888888888889,0.13801169590643275,972,108.0
malDuffin,9,242,50,0,0,2007-05-31 11:20:35,2008-08-02 17:08:16,429.0,0.02097902097902098,0,26.88888888888889,5.555555555555555,4.745098039215686,292,32.44444444444444
kwk,9,34,19,0,0,2010-07-16 14:00:57,2013-04-11 13:29:01,999.0,0.009009009009009009,0,3.7777777777777777,2.111111111111111,1.7,53,5.888888888888889
cg-Kdaf,9,1504,357,0,0,2023-07-12 14:14:12,2023-09-04 16:00:23,54.0,0.16666666666666666,0,167.11111111111111,39.666666666666664,4.201117318435754,1861,206.77777777777777
chaoli95,9,749,234,0,0,2023-05-25 20:12:11,2024-05-15 14:25:41,355.0,0.02535211267605634,0,83.22222222222223,26.0,3.1872340425531913,983,109.22222222222223
AlanTroth,8,638,259,0,0,2018-09-04 14:35:54,2018-09-18 19:20:14,14.0,0.5714285714285714,0,79.75,32.375,2.453846153846154,897,112.125
apinzonf,8,1137,94,0,0,2012-07-04 16:10:22,2013-11-23 20:00:49,507.0,0.015779092702169626,0,142.125,11.75,11.968421052631578,1231,153.875
brad0,8,415,15,0,0,2023-05-09 11:19:16,2024-06-04 12:27:17,392.0,0.02040816326530612,0,51.875,1.875,25.9375,430,53.75
Road-hog123,8,38,27,0,0,2024-05-21 17:53:09,2024-06-21 20:23:48,31.0,0.25806451612903225,0,4.75,3.375,1.3571428571428572,65,8.125
qwenger,8,1168,521,0,0,2015-05-27 15:17:54,2016-10-23 12:04:27,514.0,0.01556420233463035,0,146.0,65.125,2.2375478927203063,1689,211.125
sherholz-intel,8,2685,167,0,0,2022-09-21 15:41:41,2023-03-27 14:55:31,186.0,0.043010752688172046,0,335.625,20.875,15.982142857142858,2852,356.5
